T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
7430	0.995733	0.997933	0.989333	0.991933	0.998333	0.986133	0.994933	0.994333	0.999533	0.998267	
7440	0.995067	0.998667	0.991733	0.992867	0.997200	0.988333	0.993800	0.997000	0.998400	0.997400	
7450	0.995867	0.998867	0.992400	0.994133	0.997667	0.989467	0.994000	0.995600	0.998800	0.998400	
7460	0.994133	0.998533	0.995667	0.993600	0.999600	0.992067	0.997667	0.993933	0.998600	0.998067	
7470	0.995600	0.998467	0.995067	0.994400	0.998867	0.990867	0.996933	0.994333	0.998533	0.998933	
7480	0.995933	0.998133	0.997200	0.995533	0.997733	0.989133	0.997133	0.993133	0.998000	0.999333	
7490	0.997467	0.998000	0.997333	0.995800	0.997733	0.988733	0.995667	0.993733	0.997200	0.999067	
7500	0.998933	0.998133	0.996533	0.995600	0.994800	0.992133	0.995533	0.993867	0.997333	0.998733	
7510	0.996867	0.997000	0.996667	0.997867	0.994667	0.992000	0.996200	0.994867	0.997067	0.997133	
7520	0.998333	0.997667	0.996333	0.996667	0.995533	0.993133	0.994800	0.994467	0.998000	0.996667	
7530	0.997267	0.996800	0.997867	0.997867	0.996067	0.992133	0.994333	0.995933	0.997867	0.996200	
7540	0.997533	0.997667	0.997467	0.995200	0.996533	0.993267	0.994133	0.994067	0.997600	0.994467	
7550	0.996067	0.997867	0.996267	0.995933	0.996067	0.991667	0.992333	0.995467	0.996867	0.996133	
7560	0.997400	0.997133	0.996800	0.995200	0.997867	0.992467	0.995667	0.996000	0.998267	0.994667	
7570	0.997333	0.997000	0.997600	0.994933	0.997867	0.990800	0.995067	0.994200	0.995067	0.994533	
7580	0.996667	0.997867	0.998067	0.994600	0.997733	0.990933	0.994933	0.991867	0.996067	0.994533	
7590	0.996533	0.998133	0.996600	0.993267	0.997600	0.987800	0.991933	0.992467	0.995133	0.997533	
7600	0.994933	0.997000	0.997600	0.994533	0.997467	0.989133	0.994067	0.991133	0.995800	0.996667	
7610	0.995333	0.997600	0.997400	0.994867	0.997800	0.988133	0.990000	0.990533	0.995733	0.998133	
7620	0.994133	0.997267	0.994533	0.993867	0.996733	0.988667	0.991600	0.990800	0.993133	0.998600	
7630	0.993133	0.998800	0.995267	0.995667	0.996733	0.986733	0.993400	0.991667	0.993133	0.999467	
7640	0.993933	0.997933	0.995933	0.995133	0.994667	0.987267	0.992000	0.992133	0.992467	0.999267	
7650	0.991867	0.996133	0.995867	0.996933	0.994000	0.989000	0.992600	0.992400	0.996000	0.997800	
7660	0.992200	0.996200	0.995000	0.995800	0.993267	0.988267	0.992733	0.993333	0.998400	0.998667	
7670	0.994133	0.997200	0.997133	0.995600	0.994800	0.984333	0.992333	0.991467	0.998200	0.998600	
7680	0.994533	0.996733	0.997600	0.996333	0.991933	0.985333	0.992067	0.993400	0.999067	0.998200	
7690	0.994267	0.997800	0.996600	0.996867	0.993200	0.982133	0.992200	0.993733	0.999600	0.999200	
7700	0.992800	0.997600	0.997133	0.996000	0.992667	0.981867	0.993133	0.993867	0.999800	0.998600	
7710	0.990667	0.997133	0.995667	0.995467	0.993267	0.983600	0.994733	0.995067	0.998400	0.997933	
7720	0.989867	0.998000	0.996467	0.994133	0.994133	0.982000	0.994333	0.996133	0.996133	0.996333	
7730	0.989200	0.998933	0.996667	0.994800	0.993933	0.985800	0.994667	0.997800	0.997133	0.996800	
7740	0.989400	0.998400	0.997000	0.995267	0.993400	0.985267	0.991867	0.997467	0.999400	0.996200	
7750	0.988867	0.999333	0.996867	0.994467	0.990600	0.985133	0.991600	0.996733	0.998267	0.997000	
7760	0.991667	0.998000	0.996867	0.995000	0.992733	0.984133	0.992933	0.994800	0.998133	0.996933	
7770	0.990533	0.997667	0.997867	0.992067	0.991400	0.987267	0.993200	0.996333	0.997667	0.997267	
7780	0.992667	0.995600	0.996800	0.993200	0.993133	0.985467	0.994600	0.995467	0.997333	0.996533	
7790	0.991133	0.993733	0.995533	0.994533	0.994067	0.987000	0.991533	0.995733	0.997333	0.996467	
7800	0.993000	0.994800	0.997200	0.995400	0.994933	0.988200	0.992867	0.996400	0.998200	0.995267	
7810	0.992267	0.997067	0.997067	0.994867	0.992800	0.987000	0.995400	0.997000	0.995067	0.996867	
7820	0.992267	0.997733	0.998267	0.992600	0.992933	0.989400	0.996867	0.997200	0.994267	0.994867	
7830	0.992133	0.995267	0.995800	0.995533	0.994133	0.986800	0.996533	0.995600	0.992733	0.994400	
7840	0.992133	0.996267	0.995467	0.994667	0.995333	0.989467	0.998400	0.995467	0.994267	0.994733	
7850	0.986267	0.993400	0.996733	0.994667	0.993933	0.991933	0.995067	0.993800	0.994133	0.994733	
7860	0.985467	0.995467	0.996533	0.993067	0.993333	0.991000	0.996067	0.995267	0.995267	0.994733	
7870	0.984600	0.996533	0.998267	0.995067	0.995933	0.988000	0.995600	0.994467	0.996267	0.993533	
7880	0.988133	0.997067	0.997267	0.992333	0.995533	0.990067	0.996600	0.992067	0.995667	0.996467	
7890	0.990800	0.996133	0.997733	0.995467	0.996333	0.989067	0.996733	0.993400	0.997200	0.994400	
7900	0.990800	0.998933	0.998800	0.994200	0.996133	0.992800	0.994333	0.993133	0.996933	0.994133	
7910	0.987267	0.998333	0.998800	0.993467	0.996200	0.991000	0.995933	0.992867	0.997667	0.991133	
7920	0.986200	0.999000	0.998933	0.994533	0.995800	0.989000	0.995000	0.992000	0.998133	0.993400	
7930	0.988067	0.998533	0.998667	0.996467	0.994600	0.987867	0.994267	0.994333	0.998733	0.992467	
7940	0.989133	0.998467	0.998600	0.994267	0.995000	0.989400	0.995467	0.991800	0.997267	0.991733	
7950	0.988467	0.999733	0.997533	0.995067	0.993133	0.989533	0.996667	0.992133	0.998067	0.993600	
7960	0.990133	0.999733	0.995533	0.996333	0.992933	0.992733	0.995733	0.993400	0.997200	0.993733	
7970	0.993333	0.999467	0.996067	0.996800	0.994533	0.991400	0.995667	0.993667	0.998600	0.992933	
7980	0.992333	0.999467	0.996333	0.996533	0.992400	0.992533	0.996533	0.991800	0.998933	0.995733	
7990	0.990067	0.999133	0.997467	0.995333	0.995467	0.994133	0.998533	0.991667	0.998600	0.994600	
8000	0.990933	0.998800	0.997533	0.995867	0.995933	0.993000	0.998600	0.991533	0.999600	0.997733	
8010	0.990733	0.998733	0.997000	0.995133	0.995733	0.991533	0.997600	0.992000	0.999333	0.998667	
8020	0.990667	0.997400	0.996467	0.995867	0.995800	0.991733	0.997600	0.994467	0.999067	0.997467	
8030	0.990667	0.996667	0.996267	0.996800	0.994267	0.990733	0.997600	0.993200	0.996600	0.996867	
8040	0.990667	0.996067	0.998067	0.996733	0.994400	0.991467	0.996267	0.994267	0.996000	0.997600	
8050	0.990533	0.996000	0.996000	0.995467	0.994533	0.991133	0.997867	0.995133	0.997867	0.997733	
8060	0.991000	0.997867	0.996600	0.991067	0.995267	0.992467	0.998867	0.995733	0.995400	0.998800	
8070	0.992800	0.997400	0.997267	0.991400	0.996267	0.992933	0.998533	0.994000	0.996267	0.998000	
8080	0.993267	0.997800	0.997600	0.993067	0.996933	0.990133	0.998800	0.994933	0.996000	0.998600	
8090	0.993600	0.998000	0.997600	0.994467	0.996000	0.989400	0.997533	0.997067	0.996133	0.998267	
8100	0.991667	0.999000	0.998600	0.994867	0.995333	0.992200	0.999133	0.996067	0.999000	0.997667	
8110	0.992333	0.998400	0.999200	0.994133	0.995467	0.995533	0.999067	0.995133	0.998600	0.998667	
8120	0.992133	0.997933	0.998333	0.993400	0.995467	0.995133	0.997800	0.995467	0.999133	0.998533	
8130	0.992533	0.997600	0.998067	0.994533	0.996000	0.994467	0.997800	0.995333	0.997400	0.996467	
8140	0.991600	0.998667	0.997467	0.991400	0.994667	0.995800	0.998133	0.994467	0.995533	0.997533	
8150	0.991667	0.997533	0.996400	0.992067	0.995067	0.995467	0.997600	0.992800	0.994333	0.997667	
8160	0.992067	0.997400	0.995200	0.992600	0.995133	0.993867	0.995600	0.994400	0.995600	0.996000	
8170	0.990467	0.997467	0.996867	0.993533	0.996200	0.990667	0.994333	0.992067	0.996333	0.998133	
8180	0.990933	0.997400	0.997067	0.994200	0.994000	0.987867	0.992267	0.993400	0.995600	0.996800	
8190	0.990867	0.996333	0.997067	0.993800	0.991867	0.985733	0.996400	0.992000	0.995667	0.998200	
8200	0.991867	0.994867	0.995000	0.992600	0.992600	0.987467	0.993733	0.990867	0.994400	0.997533	
8210	0.992333	0.994067	0.991267	0.992600	0.991667	0.989067	0.992600	0.994067	0.993133	0.996933	
8220	0.991933	0.994667	0.991333	0.992733	0.995133	0.988000	0.995800	0.991800	0.994267	0.996600	
8230	0.992133	0.993133	0.993800	0.993867	0.994600	0.988933	0.993800	0.992333	0.993867	0.996733	
8240	0.992933	0.996000	0.995200	0.992600	0.994200	0.989267	0.995067	0.993133	0.992733	0.996933	
8250	0.989933	0.997267	0.997533	0.994267	0.995800	0.988800	0.994600	0.989800	0.994333	0.995067	
8260	0.993600	0.997533	0.996533	0.990533	0.996600	0.989533	0.991400	0.991533	0.995400	0.996467	
8270	0.992133	0.998667	0.996467	0.989067	0.997067	0.990733	0.994200	0.991800	0.994867	0.996067	
8280	0.993933	0.997400	0.996000	0.988133	0.996267	0.987667	0.993867	0.995600	0.994800	0.996533	
8290	0.995333	0.997200	0.996333	0.991200	0.994800	0.988600	0.992467	0.994400	0.995933	0.995733	
8300	0.996133	0.996600	0.998400	0.989800	0.995733	0.984733	0.992267	0.994933	0.994400	0.994533	
8310	0.997533	0.996067	0.995200	0.991733	0.995600	0.986067	0.993800	0.996000	0.994333	0.996400	
8320	0.997733	0.996533	0.995800	0.989000	0.994933	0.991467	0.993533	0.996867	0.994133	0.995533	
8330	0.997333	0.996800	0.997400	0.988067	0.998000	0.992133	0.992867	0.995800	0.995133	0.995867	
8340	0.998467	0.995600	0.998467	0.988667	0.999133	0.993467	0.993667	0.995533	0.993600	0.995133	
8350	0.998733	0.995600	0.998000	0.990533	0.998200	0.991533	0.995600	0.995867	0.992733	0.995400	
8360	0.998067	0.996133	0.997533	0.991133	0.998533	0.992000	0.993600	0.992733	0.993400	0.995333	
8370	0.998067	0.996400	0.998800	0.993333	0.998533	0.995267	0.991467	0.994067	0.993733	0.994400	
8380	0.999200	0.994867	0.998333	0.992600	0.998800	0.994333	0.994467	0.993800	0.995400	0.993667	
8390	0.998067	0.995533	0.997467	0.992000	0.999267	0.993533	0.995733	0.995067	0.996533	0.995400	
8400	0.998533	0.994400	0.998067	0.994733	0.999133	0.996000	0.994533	0.994600	0.994333	0.996067	
8410	0.999067	0.996333	0.998333	0.996533	0.999333	0.997200	0.994333	0.993600	0.994067	0.994333	
8420	0.998867	0.996000	0.998600	0.996400	0.998533	0.995467	0.997267	0.993200	0.992733	0.997333	
8430	0.999333	0.996667	0.999333	0.996200	0.999000	0.995400	0.997267	0.989800	0.993800	0.996667	
8440	0.999600	0.994600	0.998200	0.998333	0.999467	0.995000	0.995267	0.986533	0.993733	0.997667	
8450	0.998867	0.996533	0.997867	0.995800	0.999200	0.996133	0.998000	0.989133	0.996333	0.998667	
8460	0.998867	0.995067	0.997333	0.997667	0.999133	0.996667	0.997400	0.989800	0.996067	0.997467	
8470	0.998800	0.996867	0.998267	0.995600	0.998267	0.997200	0.997800	0.986933	0.994600	0.996267	
8480	0.999000	0.998067	0.997733	0.994333	0.996667	0.997467	0.996533	0.987800	0.993600	0.996400	
8490	0.999333	0.998867	0.999133	0.995800	0.997467	0.996733	0.998000	0.990333	0.993400	0.996933	
8500	0.999267	0.998133	0.998867	0.996333	0.999200	0.997733	0.998200	0.987467	0.993133	0.997400	
8510	0.998867	0.999000	0.998667	0.997333	0.996800	0.998067	0.998600	0.987867	0.993600	0.997600	
8520	0.998800	0.999133	0.998067	0.997067	0.998400	0.997267	0.998667	0.991133	0.995600	0.997600	
8530	0.998667	0.998867	0.998533	0.997667	0.998067	0.997533	0.999333	0.991867	0.996467	0.997200	
8540	0.998467	0.999467	0.998733	0.997200	0.997600	0.998133	0.999867	0.989267	0.993333	0.997067	
8550	0.998400	0.998400	0.998600	0.998067	0.998600	0.997200	0.999800	0.987800	0.994133	0.996133	
8560	0.998533	0.997667	0.998667	0.998600	0.999267	0.997467	0.999733	0.991733	0.994067	0.994667	
8570	0.997133	0.997667	0.999267	0.998333	0.999333	0.997067	0.999600	0.990933	0.995200	0.993133	
8580	0.996333	0.998200	0.999400	0.998133	0.999067	0.996600	0.999267	0.993333	0.994067	0.991800	
8590	0.996667	0.998333	0.999533	0.997533	0.998800	0.996267	0.999333	0.992000	0.992267	0.992000	
8600	0.996600	0.997867	0.998600	0.996733	0.998867	0.996667	0.999467	0.991867	0.991200	0.996533	
8610	0.997133	0.998333	0.999600	0.997933	0.999333	0.997533	0.999333	0.993800	0.996533	0.997267	
8620	0.997600	0.997867	0.999667	0.997400	0.999267	0.994267	0.999533	0.997000	0.995400	0.996667	
8630	0.997467	0.997733	0.999000	0.997600	0.998667	0.996267	0.998800	0.996133	0.996800	0.997867	
8640	0.996133	0.998600	0.999400	0.995133	0.998333	0.996133	0.999600	0.996333	0.996867	0.998800	
8650	0.996933	0.996400	0.999200	0.995200	0.999600	0.997267	0.998667	0.995067	0.997467	0.999067	
8660	0.995933	0.997133	0.999533	0.996800	0.999400	0.997467	0.999333	0.996533	0.996200	0.998267	
8670	0.996133	0.998133	0.999933	0.997267	0.999133	0.997000	0.998867	0.996733	0.996933	0.998667	
8680	0.995533	0.998267	0.999733	0.998333	0.998267	0.997133	0.997800	0.995400	0.998267	0.997267	
8690	0.995933	0.998000	0.999200	0.998267	0.998400	0.997733	0.997400	0.995733	0.998333	0.997133	
8700	0.995467	0.999000	0.999200	0.998133	0.998867	0.997600	0.997067	0.994200	0.997933	0.997467	
8710	0.995733	0.998133	0.999267	0.998067	0.999133	0.998000	0.998067	0.992667	0.997933	0.994467	
8720	0.995867	0.998933	0.998867	0.998800	0.998600	0.998200	0.998533	0.992267	0.997467	0.995400	
8730	0.996867	0.998200	0.999533	0.996333	0.998333	0.999400	0.998400	0.994800	0.998000	0.995000	
8740	0.994867	0.998200	0.999600	0.996667	0.997867	0.999267	0.997800	0.994067	0.997667	0.995400	
8750	0.996200	0.998533	0.999467	0.995200	0.997933	0.999333	0.998333	0.994667	0.995600	0.994400	
8760	0.994267	0.998733	0.998800	0.997267	0.997667	0.998600	0.997733	0.993467	0.998133	0.996867	
8770	0.992733	0.997533	0.999333	0.999267	0.997467	0.999000	0.994867	0.995600	0.998067	0.998933	
8780	0.993467	0.996067	0.999200	0.998667	0.998733	0.997933	0.995067	0.995533	0.997267	0.998400	
8790	0.995467	0.997800	0.998933	0.998933	0.998200	0.998000	0.994733	0.996333	0.997467	0.999800	
8800	0.990600	0.998067	0.998800	0.998467	0.998600	0.996933	0.995200	0.996333	0.997867	0.998733	
8810	0.991000	0.997867	0.998733	0.996333	0.998467	0.997067	0.994600	0.994600	0.997267	0.999067	
8820	0.988200	0.999267	0.997400	0.995933	0.998067	0.996867	0.995467	0.998200	0.998200	0.998667	
8830	0.989200	0.998533	0.997800	0.996733	0.997333	0.997867	0.994600	0.998067	0.997267	0.999667	
8840	0.990933	0.997867	0.996267	0.995067	0.997200	0.998200	0.995200	0.998533	0.997200	0.999800	
8850	0.990000	0.995267	0.996600	0.994800	0.998067	0.998600	0.995200	0.998667	0.998400	0.998267	
8860	0.992267	0.997400	0.994667	0.995533	0.996533	0.997933	0.996200	0.998200	0.997867	0.997000	
8870	0.992067	0.997933	0.995467	0.995400	0.995067	0.997467	0.997067	0.997867	0.997467	0.998000	
8880	0.993467	0.998267	0.995333	0.996467	0.994400	0.998200	0.996467	0.997467	0.996533	0.997400	
8890	0.992333	0.998200	0.993667	0.996733	0.994267	0.998467	0.996600	0.997467	0.995467	0.997667	
8900	0.992400	0.997800	0.995200	0.996600	0.994867	0.997800	0.996400	0.994933	0.994400	0.996533	
8910	0.990867	0.996600	0.994467	0.997733	0.994933	0.998333	0.997200	0.996067	0.994733	0.996733	
8920	0.994533	0.996733	0.995867	0.998667	0.995800	0.998133	0.997533	0.998267	0.993400	0.995000	
8930	0.996133	0.996733	0.996933	0.997333	0.995267	0.997733	0.997200	0.998400	0.993400	0.995667	
8940	0.996933	0.997667	0.995800	0.998400	0.995400	0.996667	0.997000	0.997400	0.992867	0.994200	
8950	0.997400	0.998133	0.994933	0.997867	0.997000	0.996467	0.997000	0.997800	0.995733	0.996400	
8960	0.996867	0.996800	0.996733	0.997067	0.996000	0.997267	0.996600	0.998667	0.995067	0.993800	
8970	0.993467	0.998133	0.996067	0.997867	0.997533	0.997200	0.997000	0.997933	0.995533	0.995467	
8980	0.996067	0.997800	0.997067	0.996933	0.997333	0.997467	0.996800	0.995933	0.994733	0.995133	
8990	0.996267	0.998000	0.997200	0.998667	0.996867	0.996600	0.997933	0.996467	0.995800	0.995600	
9000	0.995067	0.998533	0.997133	0.997600	0.995667	0.995733	0.997333	0.990733	0.995867	0.996467	
9010	0.995733	0.996667	0.998000	0.997400	0.994800	0.997000	0.997867	0.996067	0.994733	0.993667	
9020	0.997133	0.996000	0.996800	0.996467	0.995067	0.996800	0.995867	0.995733	0.992000	0.993933	
9030	0.995067	0.996333	0.997067	0.998000	0.994933	0.997667	0.997800	0.996333	0.992600	0.994333	
9040	0.995600	0.997267	0.998400	0.997533	0.995867	0.999133	0.995133	0.994000	0.990667	0.995667	
9050	0.993600	0.998333	0.998933	0.997333	0.995000	0.997467	0.996067	0.996400	0.989867	0.995867	
9060	0.995400	0.997800	0.999200	0.998333	0.995267	0.996600	0.995133	0.995933	0.989600	0.997667	
9070	0.994800	0.996800	0.999200	0.996600	0.995867	0.996600	0.995667	0.997133	0.988400	0.996600	
9080	0.995400	0.995400	0.999733	0.996667	0.995733	0.998067	0.997067	0.996200	0.990067	0.996533	
9090	0.993467	0.996133	0.998867	0.997400	0.995400	0.998133	0.995400	0.996333	0.991733	0.995667	
9100	0.995600	0.995067	0.996667	0.995667	0.996867	0.997800	0.997800	0.993867	0.989267	0.995933	
9110	0.994000	0.997333	0.996400	0.997467	0.997133	0.997600	0.997600	0.993800	0.990467	0.995200	
9120	0.992333	0.997800	0.994200	0.997667	0.997933	0.998267	0.995200	0.995067	0.995133	0.994867	
9130	0.992200	0.997533	0.995267	0.997400	0.997333	0.998733	0.995000	0.995667	0.995733	0.996400	
9140	0.993333	0.997333	0.996000	0.998400	0.997667	0.999067	0.995400	0.996400	0.995067	0.997133	
9150	0.994400	0.996067	0.993467	0.999067	0.998333	0.999533	0.997133	0.995067	0.996733	0.996733	
9160	0.994067	0.996067	0.995333	0.998133	0.997867	0.998400	0.998133	0.994333	0.996933	0.995667	
9170	0.994867	0.995000	0.996200	0.997467	0.998733	0.999467	0.998933	0.994333	0.994733	0.995333	
9180	0.993667	0.994867	0.997000	0.997333	0.998000	0.998733	0.997600	0.992333	0.996933	0.996067	
9190	0.996067	0.995467	0.996733	0.996000	0.996533	0.998400	0.996400	0.994200	0.995733	0.995667	
9200	0.996200	0.995267	0.993400	0.995933	0.997200	0.998400	0.996400	0.994267	0.996133	0.996200	
9210	0.997267	0.996733	0.994667	0.996133	0.997600	0.999533	0.995067	0.994200	0.995000	0.997533	
9220	0.997533	0.996600	0.991667	0.997267	0.995733	0.998200	0.995667	0.996067	0.996600	0.997267	
9230	0.995733	0.996400	0.989867	0.998800	0.996933	0.999133	0.996800	0.996400	0.996800	0.996867	
9240	0.996400	0.995933	0.992733	0.999133	0.996600	0.999400	0.996667	0.995533	0.997000	0.997733	
9250	0.997600	0.996333	0.994000	0.998533	0.996667	0.998267	0.997133	0.996000	0.997400	0.996600	
9260	0.997533	0.997133	0.992067	0.999267	0.996667	0.998600	0.994200	0.996667	0.998933	0.996267	
9270	0.997867	0.994133	0.995600	0.998933	0.997600	0.999200	0.996467	0.998400	0.998867	0.997000	
9280	0.995933	0.993533	0.995867	0.996667	0.998133	0.999267	0.996800	0.998200	0.998933	0.997267	
9290	0.998067	0.992667	0.995533	0.999000	0.997533	0.998600	0.996000	0.997400	0.999067	0.997333	
9300	0.996267	0.990067	0.996933	0.999667	0.998467	0.999200	0.997467	0.997867	0.998867	0.996400	
9310	0.997600	0.990000	0.997200	0.999267	0.997267	0.998867	0.998533	0.998867	0.999400	0.997267	
9320	0.998000	0.991733	0.995667	0.999533	0.997200	0.998333	0.998133	0.998600	0.998333	0.996867	
9330	0.996467	0.989200	0.994800	0.997200	0.998467	0.998667	0.998333	0.996933	0.998533	0.997667	
9340	0.997067	0.987733	0.995400	0.997800	0.997867	0.998600	0.999000	0.998933	0.998733	0.996467	
9350	0.997600	0.985267	0.993867	0.997200	0.998400	0.997933	0.998533	0.998133	0.998667	0.997867	
9360	0.998067	0.989200	0.996667	0.995933	0.997400	0.997467	0.998467	0.998067	0.996933	0.997533	
9370	0.997133	0.985933	0.996133	0.995600	0.996467	0.998133	0.998933	0.997733	0.997933	0.997200	
9380	0.998267	0.988467	0.995200	0.996733	0.994867	0.997733	0.999200	0.996133	0.997067	0.996733	
9390	0.998067	0.988867	0.992867	0.998200	0.996000	0.996933	0.998133	0.997600	0.998200	0.996867	
9400	0.998533	0.987800	0.993067	0.996133	0.996133	0.999000	0.998133	0.998000	0.998533	0.992733	
9410	0.998733	0.990200	0.992333	0.996067	0.994533	0.997400	0.998667	0.995133	0.998200	0.991600	
9420	0.997933	0.990400	0.994133	0.998533	0.994933	0.997400	0.998733	0.996400	0.997867	0.993467	
9430	0.998067	0.989667	0.993067	0.997600	0.996267	0.997133	0.998533	0.995133	0.998867	0.991800	
9440	0.997733	0.990333	0.994600	0.997267	0.992933	0.996200	0.997133	0.992800	0.997600	0.992267	
9450	0.996800	0.990133	0.994533	0.997400	0.992200	0.996533	0.996333	0.993867	0.996333	0.992267	
9460	0.998067	0.990667	0.993667	0.997400	0.991600	0.995333	0.996200	0.994467	0.996733	0.993933	
9470	0.998067	0.989067	0.995267	0.996600	0.992267	0.993400	0.996200	0.995933	0.998400	0.991933	
9480	0.996667	0.985867	0.994733	0.997000	0.993600	0.993400	0.994800	0.996867	0.999067	0.993600	
9490	0.995600	0.988800	0.994533	0.996867	0.993867	0.993400	0.995400	0.995533	0.998533	0.995533	
9500	0.996200	0.989867	0.994200	0.995200	0.993400	0.995533	0.995533	0.994067	0.995933	0.997067	
9510	0.996867	0.988533	0.994400	0.995400	0.995333	0.994467	0.995200	0.994733	0.996533	0.997533	
9520	0.995600	0.987267	0.995000	0.996867	0.995667	0.993267	0.994400	0.993400	0.994200	0.996133	
9530	0.995533	0.987733	0.995333	0.995867	0.993600	0.992667	0.993533	0.994600	0.993733	0.995800	
